epoch,step,t_acc,t_loss,t_prec_M,t_prec_class_0,t_prec_class_1,t_prec_class_2,t_prec_weighted_epoch,t_prec_weighted_step,t_rec_M,t_rec_class_0,t_rec_class_1,t_rec_class_2,t_rec_weighted,val_acc,val_loss,val_prec,val_prec_class_0,val_prec_class_1,val_prec_class_2,val_rec,val_rec_class_0,val_rec_class_1,val_rec_class_2
46,4649,,,,,,,,0.9722222089767456,,,,,,,,,,,,,,,
46,4652,,,,,,,,,,,,,,0.940833330154419,0.6240485906600952,0.946012556552887,0.9784256815910339,0.9208775758743286,0.9186459183692932,0.940833330154419,0.9694704413414001,0.9309754371643066,0.9235737919807434
46,4652,0.9801136255264282,0.07084867358207703,0.9766506552696228,0.9798078536987305,0.9741800427436829,0.9759650826454163,0.9837707877159119,,0.9832602739334106,0.9828016757965088,0.9831234812736511,0.983856201171875,0.9801136255264282,,,,,,,,,,
47,4699,,,,,,,,0.97265625,,,,,,,,,,,,,,,
47,4749,,,,,,,,1.0,,,,,,,,,,,,,,,
47,4751,,,,,,,,,,,,,,0.9366666674613953,0.6220784783363342,0.9426456689834595,0.9766355156898499,0.9051074981689453,0.9341508746147156,0.9366666674613953,0.9706124663352966,0.951946496963501,0.8809112310409546
47,4751,0.9823232293128967,0.06982532888650894,0.9801903963088989,0.9752678871154785,0.981537401676178,0.9837664365768433,0.9846282601356506,,0.9842618703842163,0.9800178408622742,0.986045241355896,0.9867227673530579,0.9823232293128967,,,,,,,,,,
48,4799,,,,,,,,1.0,,,,,,,,,,,,,,,
48,4849,,,,,,,,0.9401041865348816,,,,,,,,,,,,,,,
48,4850,,,,,,,,,,,,,,0.9449999928474426,0.623349130153656,0.950380265712738,0.9843266606330872,0.9336450099945068,0.9164857864379883,0.9449999928474426,0.9718823432922363,0.9362838864326477,0.9318854808807373
48,4850,0.9804292917251587,0.07163304835557938,0.976840078830719,0.9751011729240417,0.9704865217208862,0.9849332571029663,0.9836211800575256,,0.9834797382354736,0.9801686406135559,0.9880731105804443,0.982197642326355,0.9804292917251587,,,,,,,,,,
49,4899,,,,,,,,1.0,,,,,,,,,,,,,,,
49,4949,,,,,,,,1.0,,,,,,,,,,,,,,,
49,4949,,,,,,,,,,,,,,0.9416666626930237,0.6224148273468018,0.9475550055503845,0.9809529781341553,0.9259231686592102,0.9139720797538757,0.9416666626930237,0.9726282954216003,0.9296448826789856,0.924220860004425
49,4949,0.9829545617103577,0.07017282396554947,0.9795669913291931,0.9790177941322327,0.9739217162132263,0.9857622385025024,0.9862073659896851,,0.9860028624534607,0.9842469096183777,0.987582802772522,0.986179769039154,0.9829545617103577,,,,,,,,,,
